task_id,campaign,L,Vf,rate,seed,burn,measurements,output_dir
734,rigorous,34,4.20,1.0,4234003,500,5000,raw/rigorous/task_0734_L34_V4.20_R1.0_s4234003
735,rigorous,34,4.20,1.0,4234004,500,5000,raw/rigorous/task_0735_L34_V4.20_R1.0_s4234004
736,rigorous,34,4.20,1.0,4234005,500,5000,raw/rigorous/task_0736_L34_V4.20_R1.0_s4234005
737,rigorous,34,4.20,1.0,4234006,500,5000,raw/rigorous/task_0737_L34_V4.20_R1.0_s4234006
738,rigorous,34,4.20,1.0,4234007,500,5000,raw/rigorous/task_0738_L34_V4.20_R1.0_s4234007
739,rigorous,34,4.20,1.0,4234008,500,5000,raw/rigorous/task_0739_L34_V4.20_R1.0_s4234008
740,rigorous,34,4.20,1.0,4234009,500,5000,raw/rigorous/task_0740_L34_V4.20_R1.0_s4234009
741,rigorous,34,4.20,1.0,4234010,500,5000,raw/rigorous/task_0741_L34_V4.20_R1.0_s4234010
742,rigorous,34,4.20,1.0,4234011,500,5000,raw/rigorous/task_0742_L34_V4.20_R1.0_s4234011
743,rigorous,34,4.20,1.0,4234012,500,5000,raw/rigorous/task_0743_L34_V4.20_R1.0_s4234012
744,rigorous,34,4.20,2.0,4234001,500,5000,raw/rigorous/task_0744_L34_V4.20_R2.0_s4234001
745,rigorous,34,4.20,2.0,4234002,500,5000,raw/rigorous/task_0745_L34_V4.20_R2.0_s4234002
746,rigorous,34,4.20,2.0,4234003,500,5000,raw/rigorous/task_0746_L34_V4.20_R2.0_s4234003
747,rigorous,34,4.20,2.0,4234004,500,5000,raw/rigorous/task_0747_L34_V4.20_R2.0_s4234004
748,rigorous,34,4.20,2.0,4234005,500,5000,raw/rigorous/task_0748_L34_V4.20_R2.0_s4234005
749,rigorous,34,4.20,2.0,4234006,500,5000,raw/rigorous/task_0749_L34_V4.20_R2.0_s4234006
750,rigorous,34,4.20,2.0,4234007,500,5000,raw/rigorous/task_0750_L34_V4.20_R2.0_s4234007
751,rigorous,34,4.20,2.0,4234008,500,5000,raw/rigorous/task_0751_L34_V4.20_R2.0_s4234008
752,rigorous,34,4.20,2.0,4234009,500,5000,raw/rigorous/task_0752_L34_V4.20_R2.0_s4234009
753,rigorous,34,4.20,2.0,4234010,500,5000,raw/rigorous/task_0753_L34_V4.20_R2.0_s4234010
754,rigorous,34,4.20,2.0,4234011,500,5000,raw/rigorous/task_0754_L34_V4.20_R2.0_s4234011
755,rigorous,34,4.20,2.0,4234012,500,5000,raw/rigorous/task_0755_L34_V4.20_R2.0_s4234012
756,rigorous,34,4.25,0.5,4234001,500,5000,raw/rigorous/task_0756_L34_V4.25_R0.5_s4234001
757,rigorous,34,4.25,0.5,4234002,500,5000,raw/rigorous/task_0757_L34_V4.25_R0.5_s4234002
758,rigorous,34,4.25,0.5,4234003,500,5000,raw/rigorous/task_0758_L34_V4.25_R0.5_s4234003
759,rigorous,34,4.25,0.5,4234004,500,5000,raw/rigorous/task_0759_L34_V4.25_R0.5_s4234004
760,rigorous,34,4.25,0.5,4234005,500,5000,raw/rigorous/task_0760_L34_V4.25_R0.5_s4234005
761,rigorous,34,4.25,0.5,4234006,500,5000,raw/rigorous/task_0761_L34_V4.25_R0.5_s4234006
762,rigorous,34,4.25,0.5,4234007,500,5000,raw/rigorous/task_0762_L34_V4.25_R0.5_s4234007
763,rigorous,34,4.25,0.5,4234008,500,5000,raw/rigorous/task_0763_L34_V4.25_R0.5_s4234008
764,rigorous,34,4.25,0.5,4234009,500,5000,raw/rigorous/task_0764_L34_V4.25_R0.5_s4234009
765,rigorous,34,4.25,0.5,4234010,500,5000,raw/rigorous/task_0765_L34_V4.25_R0.5_s4234010
766,rigorous,34,4.25,0.5,4234011,500,5000,raw/rigorous/task_0766_L34_V4.25_R0.5_s4234011
767,rigorous,34,4.25,0.5,4234012,500,5000,raw/rigorous/task_0767_L34_V4.25_R0.5_s4234012
768,rigorous,34,4.25,1.0,4234001,500,5000,raw/rigorous/task_0768_L34_V4.25_R1.0_s4234001
769,rigorous,34,4.25,1.0,4234002,500,5000,raw/rigorous/task_0769_L34_V4.25_R1.0_s4234002
770,rigorous,34,4.25,1.0,4234003,500,5000,raw/rigorous/task_0770_L34_V4.25_R1.0_s4234003
771,rigorous,34,4.25,1.0,4234004,500,5000,raw/rigorous/task_0771_L34_V4.25_R1.0_s4234004
772,rigorous,34,4.25,1.0,4234005,500,5000,raw/rigorous/task_0772_L34_V4.25_R1.0_s4234005
773,rigorous,34,4.25,1.0,4234006,500,5000,raw/rigorous/task_0773_L34_V4.25_R1.0_s4234006
774,rigorous,34,4.25,1.0,4234007,500,5000,raw/rigorous/task_0774_L34_V4.25_R1.0_s4234007
775,rigorous,34,4.25,1.0,4234008,500,5000,raw/rigorous/task_0775_L34_V4.25_R1.0_s4234008
776,rigorous,34,4.25,1.0,4234009,500,5000,raw/rigorous/task_0776_L34_V4.25_R1.0_s4234009
777,rigorous,34,4.25,1.0,4234010,500,5000,raw/rigorous/task_0777_L34_V4.25_R1.0_s4234010
778,rigorous,34,4.25,1.0,4234011,500,5000,raw/rigorous/task_0778_L34_V4.25_R1.0_s4234011
779,rigorous,34,4.25,1.0,4234012,500,5000,raw/rigorous/task_0779_L34_V4.25_R1.0_s4234012
780,rigorous,34,4.25,2.0,4234001,500,5000,raw/rigorous/task_0780_L34_V4.25_R2.0_s4234001
781,rigorous,34,4.25,2.0,4234002,500,5000,raw/rigorous/task_0781_L34_V4.25_R2.0_s4234002
782,rigorous,34,4.25,2.0,4234003,500,5000,raw/rigorous/task_0782_L34_V4.25_R2.0_s4234003
783,rigorous,34,4.25,2.0,4234004,500,5000,raw/rigorous/task_0783_L34_V4.25_R2.0_s4234004
784,rigorous,34,4.25,2.0,4234005,500,5000,raw/rigorous/task_0784_L34_V4.25_R2.0_s4234005
785,rigorous,34,4.25,2.0,4234006,500,5000,raw/rigorous/task_0785_L34_V4.25_R2.0_s4234006
786,rigorous,34,4.25,2.0,4234007,500,5000,raw/rigorous/task_0786_L34_V4.25_R2.0_s4234007
787,rigorous,34,4.25,2.0,4234008,500,5000,raw/rigorous/task_0787_L34_V4.25_R2.0_s4234008
788,rigorous,34,4.25,2.0,4234009,500,5000,raw/rigorous/task_0788_L34_V4.25_R2.0_s4234009
789,rigorous,34,4.25,2.0,4234010,500,5000,raw/rigorous/task_0789_L34_V4.25_R2.0_s4234010
790,rigorous,34,4.25,2.0,4234011,500,5000,raw/rigorous/task_0790_L34_V4.25_R2.0_s4234011
791,rigorous,34,4.25,2.0,4234012,500,5000,raw/rigorous/task_0791_L34_V4.25_R2.0_s4234012
